Id_Transaksi,Nama_Pembeli,Id_Kategori,Kategori,Sub _Kategori,Id_Alamat,Kota,Tanggal_Transaksi,Wilayah,Sales,Discount,Profit,Negara
OD6119,Willams,6119,"Eggs, Meat & Fish",Fish,6119,Tenkasi,12/11/2018,South,725,0.35,253.75,Tamil Nadu
OD6120,Sheeba,6120,Bakery,Breads & Buns,6120,Dindigul,8/12/2017,South,1660,0.2,348.6,Tamil Nadu
OD6121,Sundar,6121,"Eggs, Meat & Fish",Mutton,6121,Trichy,8/25/2015,West,1828,0.15,712.92,Tamil Nadu
OD6122,Krithika,6122,Oil & Masala,Masalas,6122,Dharmapuri,3/16/2016,West,2163,0.25,800.31,Tamil Nadu
OD6123,Suresh,6123,Oil & Masala,Spices,6123,Dharmapuri,10/15/2018,West,1568,0.35,266.56,Tamil Nadu
OD6124,Veena,6124,Oil & Masala,Masalas,6124,Salem,4/13/2016,West,1093,0.27,109.3,Tamil Nadu
OD6125,Peer,6125,Fruits & Veggies,Fresh Fruits,6125,Dharmapuri,4/6/2015,West,1146,0.3,252.12,Tamil Nadu
OD6126,Shree,6126,Fruits & Veggies,Fresh Fruits,6126,Bodi,9/18/2016,West,1666,0.28,299.88,Tamil Nadu
OD6127,Peer,6127,Fruits & Veggies,Fresh Vegetables,6127,Perambalur,3/22/2016,West,1188,0.35,534.6,Tamil Nadu
OD6128,Hafiz,6128,Fruits & Veggies,Organic Fruits,6128,Theni,2/2/2018,West,2091,0.11,334.56,Tamil Nadu
OD6129,Ram,6129,Food Grains,Organic Staples,6129,Salem,12/5/2016,West,1003,0.12,451.35,Tamil Nadu
OD6130,Haseena,6130,Oil & Masala,Spices,6130,Theni,12/8/2015,West,517,0.29,67.21,Tamil Nadu
OD6131,Arutra,6131,Fruits & Veggies,Fresh Vegetables,6131,Virudhunagar,4/30/2018,West,1804,0.23,306.68,Tamil Nadu
OD6132,James,6132,Oil & Masala,Masalas,6132,Krishnagiri,12/28/2018,West,1934,0.1,464.16,Tamil Nadu
OD6133,Sudeep,6133,Bakery,Biscuits,6133,Krishnagiri,11/18/2015,West,1496,0.27,149.6,Tamil Nadu
OD6134,Sabeela,6134,Bakery,Breads & Buns,6134,Viluppuram,11/19/2017,West,632,0.33,56.88,Tamil Nadu
OD6135,Amy,6135,Beverages,Health Drinks,6135,Kanyakumari,10/30/2018,West,943,0.24,66.01,Tamil Nadu
OD6136,Veena,6136,Oil & Masala,Spices,6136,Bodi,11/16/2016,West,937,0.25,168.66,Tamil Nadu
OD6137,Malik,6137,Food Grains,Rice,6137,Karur,5/14/2016,West,2444,0.23,342.16,Tamil Nadu
OD6138,Akash,6138,Food Grains,Dals & Pulses,6138,Tenkasi,9/24/2016,West,1958,0.2,665.72,Tamil Nadu
OD6139,Yusuf,6139,Food Grains,Atta & Flour,6139,Dindigul,8/29/2018,West,2212,0.35,995.4,Tamil Nadu
OD6140,Verma,6140,Bakery,Cakes,6140,Virudhunagar,11/7/2017,West,636,0.29,63.6,Tamil Nadu
OD6141,Ridhesh,6141,"Eggs, Meat & Fish",Mutton,6141,Coimbatore,12/8/2015,West,1491,0.2,178.92,Tamil Nadu
OD6142,Shree,6142,"Eggs, Meat & Fish",Fish,6142,Tirunelveli,12/2/2017,West,825,0.14,49.5,Tamil Nadu
OD6143,Shree,6143,Oil & Masala,Edible Oil & Ghee,6143,Virudhunagar,8/18/2018,West,529,0.1,111.09,Tamil Nadu
OD6144,Vince,6144,Fruits & Veggies,Organic Vegetables,6144,Perambalur,9/15/2017,West,1011,0.27,333.63,Tamil Nadu
OD6145,Muneer,6145,Beverages,Soft Drinks,6145,Dindigul,4/6/2015,West,1024,0.31,378.88,Tamil Nadu
OD6146,Shree,6146,Fruits & Veggies,Organic Vegetables,6146,Tirunelveli,1/10/2017,West,1226,0.28,392.32,Tamil Nadu
OD6147,Muneer,6147,Snacks,Chocolates,6147,Cumbum,11/18/2015,West,1515,0.32,212.1,Tamil Nadu
OD6148,Akash,6148,Beverages,Soft Drinks,6148,Tirunelveli,10/5/2018,West,869,0.35,199.87,Tamil Nadu
OD6149,Veena,6149,Beverages,Health Drinks,6149,Tenkasi,12/29/2015,West,1483,0.31,533.88,Tamil Nadu
OD6150,Yadav,6150,Snacks,Noodles,6150,Virudhunagar,1/22/2017,West,2112,0.31,232.32,Tamil Nadu
OD6151,Amrish,6151,Food Grains,Atta & Flour,6151,Tirunelveli,9/10/2016,West,1001,0.34,340.34,Tamil Nadu
OD6152,Rumaiza,6152,Fruits & Veggies,Organic Vegetables,6152,Dharmapuri,10/20/2016,West,1083,0.19,292.41,Tamil Nadu
OD6153,Shah,6153,Fruits & Veggies,Fresh Vegetables,6153,Krishnagiri,12/29/2015,West,1093,0.21,295.11,Tamil Nadu
OD6154,Amrish,6154,Snacks,Cookies,6154,Tirunelveli,4/6/2015,West,1000,0.26,160,Tamil Nadu
OD6155,Veronica,6155,Food Grains,Atta & Flour,6155,Tirunelveli,6/14/2017,West,1414,0.1,565.6,Tamil Nadu
OD6156,James,6156,Snacks,Cookies,6156,Ramanadhapuram,7/30/2015,West,1275,0.3,63.75,Tamil Nadu
OD6157,Veronica,6157,"Eggs, Meat & Fish",Fish,6157,Tirunelveli,12/29/2018,West,1805,0.16,794.2,Tamil Nadu
OD6158,Mathew,6158,Oil & Masala,Spices,6158,Virudhunagar,12/18/2017,West,945,0.16,425.25,Tamil Nadu
OD6159,Peer,6159,"Eggs, Meat & Fish",Eggs,6159,Ooty,5/30/2017,West,1852,0.3,629.68,Tamil Nadu
OD6160,Roshan,6160,Bakery,Cakes,6160,Virudhunagar,3/26/2016,West,1527,0.31,335.94,Tamil Nadu
OD6161,Ridhesh,6161,Bakery,Breads & Buns,6161,Nagercoil,12/1/2018,West,1250,0.32,187.5,Tamil Nadu
OD6162,Alan,6162,Snacks,Cookies,6162,Coimbatore,5/26/2015,West,720,0.19,64.8,Tamil Nadu
OD6163,Willams,6163,Food Grains,Dals & Pulses,6163,Ramanadhapuram,9/16/2017,West,1808,0.16,379.68,Tamil Nadu
OD6164,Aditi,6164,Fruits & Veggies,Organic Vegetables,6164,Virudhunagar,4/12/2015,West,1890,0.18,680.4,Tamil Nadu
OD6165,Sudha,6165,Beverages,Health Drinks,6165,Ramanadhapuram,9/23/2015,West,659,0.16,250.42,Tamil Nadu
OD6166,Ram,6166,Oil & Masala,Masalas,6166,Cumbum,5/14/2016,West,777,0.2,108.78,Tamil Nadu
OD6167,Vidya,6167,Beverages,Soft Drinks,6167,Coimbatore,9/26/2017,West,1465,0.22,205.1,Tamil Nadu
OD6168,Sudha,6168,"Eggs, Meat & Fish",Eggs,6168,Ramanadhapuram,8/21/2016,West,1154,0.22,323.12,Tamil Nadu
OD6169,Sundar,6169,Bakery,Breads & Buns,6169,Kanyakumari,5/4/2018,West,1060,0.22,434.6,Tamil Nadu
OD6170,Harish,6170,Beverages,Health Drinks,6170,Salem,7/21/2015,West,1237,0.22,556.65,Tamil Nadu
OD6171,Alan,6171,Snacks,Cookies,6171,Chennai,12/25/2017,West,2165,0.19,692.8,Tamil Nadu
OD6172,Ganesh,6172,Beverages,Soft Drinks,6172,Karur,5/14/2016,West,808,0.34,266.64,Tamil Nadu
OD6173,Sundar,6173,"Eggs, Meat & Fish",Eggs,6173,Karur,4/28/2017,West,1685,0.12,235.9,Tamil Nadu
OD6174,Malik,6174,Fruits & Veggies,Organic Vegetables,6174,Perambalur,9/18/2017,West,1602,0.26,224.28,Tamil Nadu
OD6175,Rumaiza,6175,Beverages,Health Drinks,6175,Pudukottai,7/21/2015,West,703,0.21,231.99,Tamil Nadu
OD6176,Ganesh,6176,"Eggs, Meat & Fish",Eggs,6176,Ramanadhapuram,3/7/2015,West,823,0.34,370.35,Tamil Nadu
OD6177,Amrish,6177,Food Grains,Atta & Flour,6177,Nagercoil,7/26/2016,West,1841,0.2,128.87,Tamil Nadu
OD6178,Verma,6178,Fruits & Veggies,Fresh Vegetables,6178,Trichy,3/22/2015,West,668,0.31,86.84,Tamil Nadu
OD6179,Amy,6179,Oil & Masala,Spices,6179,Tirunelveli,5/14/2016,West,1701,0.29,680.4,Tamil Nadu
OD6180,Kumar,6180,Bakery,Biscuits,6180,Bodi,12/26/2017,West,1345,0.15,497.65,Tamil Nadu
OD6181,Ram,6181,Fruits & Veggies,Fresh Fruits,6181,Krishnagiri,4/5/2016,West,1755,0.16,403.65,Tamil Nadu
OD6182,Jackson,6182,"Eggs, Meat & Fish",Fish,6182,Salem,7/26/2018,West,721,0.31,281.19,Tamil Nadu
OD6183,Sharon,6183,Food Grains,Organic Staples,6183,Madurai,4/26/2015,West,828,0.24,66.24,Tamil Nadu
OD6184,Jackson,6184,Bakery,Biscuits,6184,Dharmapuri,10/31/2015,West,2142,0.13,771.12,Tamil Nadu
OD6185,Muneer,6185,Bakery,Cakes,6185,Tenkasi,4/26/2016,West,602,0.34,90.3,Tamil Nadu
OD6186,Akash,6186,Bakery,Biscuits,6186,Dharmapuri,11/9/2018,West,2207,0.17,617.96,Tamil Nadu
OD6187,Mathew,6187,Snacks,Chocolates,6187,Tenkasi,7/18/2017,West,836,0.26,259.16,Tamil Nadu
OD6188,Adavan,6188,Food Grains,Dals & Pulses,6188,Dindigul,7/18/2017,West,2353,0.11,188.24,Tamil Nadu
OD6189,Hussain,6189,Oil & Masala,Edible Oil & Ghee,6189,Dindigul,12/10/2015,West,2384,0.32,596,Tamil Nadu
OD6190,Kumar,6190,Bakery,Biscuits,6190,Bodi,7/15/2017,West,1563,0.25,296.97,Tamil Nadu
OD6191,Ramesh,6191,Oil & Masala,Edible Oil & Ghee,6191,Salem,9/23/2017,West,1852,0.11,111.12,Tamil Nadu
OD6192,Ridhesh,6192,Food Grains,Dals & Pulses,6192,Perambalur,12/13/2015,West,1719,0.24,618.84,Tamil Nadu
OD6193,Kumar,6193,Oil & Masala,Spices,6193,Theni,9/3/2016,West,916,0.25,219.84,Tamil Nadu
OD6194,Ridhesh,6194,Oil & Masala,Masalas,6194,Bodi,10/13/2017,West,2231,0.13,624.68,Tamil Nadu
OD6195,Yusuf,6195,Snacks,Chocolates,6195,Vellore,9/23/2018,West,2416,0.31,507.36,Tamil Nadu
OD6196,Jackson,6196,Bakery,Breads & Buns,6196,Tenkasi,10/5/2018,West,1700,0.23,629,Tamil Nadu
OD6197,Roshan,6197,"Eggs, Meat & Fish",Chicken,6197,Namakkal,12/26/2017,West,1681,0.28,420.25,Tamil Nadu
OD6198,Akash,6198,Bakery,Cakes,6198,Ramanadhapuram,9/14/2016,West,1544,0.2,602.16,Tamil Nadu
OD6199,Surya,6199,Oil & Masala,Edible Oil & Ghee,6199,Cumbum,7/13/2015,West,947,0.11,255.69,Tamil Nadu
OD6200,Ridhesh,6200,"Eggs, Meat & Fish",Mutton,6200,Pudukottai,10/3/2018,West,1350,0.17,486,Tamil Nadu
OD6201,Haseena,6201,"Eggs, Meat & Fish",Chicken,6201,Virudhunagar,7/8/2015,West,504,0.18,171.36,Tamil Nadu
OD6202,Mathew,6202,Snacks,Chocolates,6202,Tenkasi,12/24/2016,West,2198,0.13,945.14,Tamil Nadu
OD6203,Vince,6203,Oil & Masala,Masalas,6203,Nagercoil,10/5/2018,West,1902,0.19,798.84,Tamil Nadu
OD6204,Surya,6204,Fruits & Veggies,Organic Fruits,6204,Ooty,10/20/2017,West,1138,0.11,386.92,Tamil Nadu
OD6205,Amy,6205,Snacks,Chocolates,6205,Tenkasi,9/25/2016,West,1943,0.24,408.03,Tamil Nadu
OD6206,Adavan,6206,Beverages,Soft Drinks,6206,Madurai,6/28/2016,West,801,0.12,184.23,Tamil Nadu
OD6207,Aditi,6207,Beverages,Health Drinks,6207,Tirunelveli,5/16/2015,West,734,0.32,58.72,Tamil Nadu
OD6208,Sudha,6208,Snacks,Cookies,6208,Namakkal,9/24/2017,West,2168,0.21,498.64,Tamil Nadu
OD6209,Verma,6209,Fruits & Veggies,Organic Vegetables,6209,Tenkasi,12/16/2015,West,880,0.35,308,Tamil Nadu
OD6210,Vidya,6210,Bakery,Biscuits,6210,Perambalur,10/31/2017,West,2259,0.32,451.8,Tamil Nadu
OD6211,Veena,6211,Fruits & Veggies,Fresh Fruits,6211,Theni,12/2/2018,West,1802,0.16,90.1,Tamil Nadu
OD6212,Ramesh,6212,Food Grains,Organic Staples,6212,Theni,5/12/2018,West,1074,0.16,375.9,Tamil Nadu
OD6213,Jonas,6213,Snacks,Chocolates,6213,Theni,4/13/2018,West,1405,0.25,477.7,Tamil Nadu
OD6214,Surya,6214,"Eggs, Meat & Fish",Mutton,6214,Cumbum,5/13/2015,West,1568,0.15,329.28,Tamil Nadu
OD6215,Ridhesh,6215,Bakery,Breads & Buns,6215,Bodi,11/24/2017,West,1759,0.24,545.29,Tamil Nadu
OD6216,Haseena,6216,Bakery,Cakes,6216,Dharmapuri,12/24/2015,West,2387,0.22,644.49,Tamil Nadu
OD6217,Adavan,6217,Beverages,Health Drinks,6217,Bodi,3/7/2015,West,2290,0.14,801.5,Tamil Nadu
OD6218,Hussain,6218,Snacks,Cookies,6218,Bodi,12/2/2018,West,786,0.1,86.46,Tamil Nadu
OD6219,Surya,6219,"Eggs, Meat & Fish",Fish,6219,Salem,12/8/2017,West,1225,0.1,196,Tamil Nadu
OD6220,Sabeela,6220,"Eggs, Meat & Fish",Mutton,6220,Madurai,4/30/2017,West,1918,0.19,863.1,Tamil Nadu
OD6221,Ram,6221,Food Grains,Dals & Pulses,6221,Kanyakumari,9/22/2017,West,2490,0.14,697.2,Tamil Nadu
OD6222,Malik,6222,Snacks,Cookies,6222,Namakkal,3/3/2018,West,1754,0.22,157.86,Tamil Nadu
OD6223,Hussain,6223,Snacks,Chocolates,6223,Virudhunagar,7/31/2017,West,1518,0.17,667.92,Tamil Nadu
OD6224,Akash,6224,Food Grains,Dals & Pulses,6224,Krishnagiri,9/19/2018,West,2036,0.15,875.48,Tamil Nadu
OD6225,Veronica,6225,Snacks,Cookies,6225,Tenkasi,12/2/2018,West,2424,0.11,848.4,Tamil Nadu
OD6226,Alan,6226,Snacks,Noodles,6226,Tirunelveli,9/18/2017,West,2439,0.32,999.99,Tamil Nadu
OD6227,Peer,6227,Food Grains,Organic Staples,6227,Dharmapuri,8/21/2017,West,1937,0.34,464.88,Tamil Nadu
OD6228,Amrish,6228,Oil & Masala,Spices,6228,Kanyakumari,9/19/2015,West,888,0.1,257.52,Tamil Nadu
OD6229,Ram,6229,Bakery,Cakes,6229,Viluppuram,12/25/2017,West,1476,0.22,501.84,Tamil Nadu
OD6230,Ganesh,6230,Oil & Masala,Spices,6230,Theni,10/13/2017,West,2099,0.12,146.93,Tamil Nadu
OD6231,Suresh,6231,Bakery,Breads & Buns,6231,Madurai,10/22/2018,West,1245,0.27,311.25,Tamil Nadu
OD6232,Suresh,6232,Food Grains,Rice,6232,Kanyakumari,12/19/2017,West,795,0.15,87.45,Tamil Nadu
OD6233,Amy,6233,Oil & Masala,Masalas,6233,Cumbum,9/19/2018,West,2396,0.21,622.96,Tamil Nadu
OD6234,Rumaiza,6234,"Eggs, Meat & Fish",Eggs,6234,Tenkasi,12/2/2018,West,2266,0.15,929.06,Tamil Nadu
OD6235,Roshan,6235,Oil & Masala,Spices,6235,Chennai,3/24/2017,Central,574,0.1,109.06,Tamil Nadu
OD6236,Ramesh,6236,Beverages,Soft Drinks,6236,Viluppuram,9/21/2015,Central,830,0.24,149.4,Tamil Nadu
OD6237,Ramesh,6237,Food Grains,Dals & Pulses,6237,Dindigul,9/21/2015,Central,2328,0.31,628.56,Tamil Nadu
OD6238,Vinne,6238,Beverages,Soft Drinks,6238,Madurai,1/26/2015,Central,666,0.29,133.2,Tamil Nadu
OD6239,Muneer,6239,Snacks,Noodles,6239,Coimbatore,10/6/2015,Central,713,0.24,292.33,Tamil Nadu
OD6240,Harish,6240,Fruits & Veggies,Organic Vegetables,6240,Krishnagiri,11/19/2017,Central,1708,0.25,427,Tamil Nadu
OD6241,Hafiz,6241,Bakery,Biscuits,6241,Dharmapuri,9/21/2015,Central,593,0.29,207.55,Tamil Nadu
OD6242,Ravi,6242,Beverages,Health Drinks,6242,Madurai,11/27/2017,Central,1487,0.22,282.53,Tamil Nadu
OD6243,Roshan,6243,Snacks,Cookies,6243,Bodi,10/21/2018,Central,841,0.1,201.84,Tamil Nadu
OD6244,Ravi,6244,Fruits & Veggies,Fresh Fruits,6244,Namakkal,11/27/2017,Central,1874,0.2,468.5,Tamil Nadu
OD6245,Sudha,6245,Oil & Masala,Spices,6245,Perambalur,3/1/2016,Central,577,0.33,57.7,Tamil Nadu
OD6246,Hafiz,6246,Beverages,Health Drinks,6246,Chennai,6/17/2018,Central,1046,0.23,83.68,Tamil Nadu
OD6247,Esther,6247,Fruits & Veggies,Fresh Vegetables,6247,Chennai,12/9/2015,Central,1328,0.35,517.92,Tamil Nadu
OD6248,Arvind,6248,Food Grains,Organic Staples,6248,Chennai,11/23/2018,Central,1399,0.13,251.82,Tamil Nadu
OD6249,Amy,6249,Beverages,Soft Drinks,6249,Kanyakumari,9/23/2018,Central,2351,0.22,423.18,Tamil Nadu
OD6250,Amrish,6250,Bakery,Cakes,6250,Cumbum,8/29/2018,Central,2298,0.15,1034.1,Tamil Nadu
OD6251,Amrish,6251,Fruits & Veggies,Fresh Vegetables,6251,Krishnagiri,5/25/2016,Central,976,0.28,146.4,Tamil Nadu
OD6252,Haseena,6252,Fruits & Veggies,Organic Vegetables,6252,Tirunelveli,9/4/2018,Central,795,0.28,286.2,Tamil Nadu
OD6253,Vince,6253,Beverages,Soft Drinks,6253,Vellore,11/7/2015,Central,1565,0.19,203.45,Tamil Nadu
OD6254,Veronica,6254,Food Grains,Atta & Flour,6254,Karur,9/4/2018,Central,1371,0.33,233.07,Tamil Nadu
OD6255,Hussain,6255,Food Grains,Rice,6255,Kanyakumari,8/6/2016,Central,2152,0.17,451.92,Tamil Nadu
OD6256,Sheeba,6256,Beverages,Health Drinks,6256,Salem,12/9/2015,Central,1480,0.35,370,Tamil Nadu
OD6257,Haseena,6257,Fruits & Veggies,Organic Vegetables,6257,Nagercoil,11/2/2018,Central,944,0.19,84.96,Tamil Nadu
OD6258,Jonas,6258,"Eggs, Meat & Fish",Eggs,6258,Tirunelveli,11/19/2018,Central,1976,0.2,592.8,Tamil Nadu
OD6259,Alan,6259,Food Grains,Dals & Pulses,6259,Viluppuram,8/29/2018,Central,1576,0.26,189.12,Tamil Nadu
OD6260,Anu,6260,Snacks,Noodles,6260,Ooty,9/8/2018,Central,1811,0.22,235.43,Tamil Nadu
OD6261,Ram,6261,Food Grains,Rice,6261,Cumbum,8/11/2018,Central,1721,0.3,86.05,Tamil Nadu
OD6262,Sundar,6262,Oil & Masala,Spices,6262,Salem,4/21/2018,Central,796,0.22,71.64,Tamil Nadu
OD6263,Vinne,6263,Food Grains,Atta & Flour,6263,Vellore,11/14/2015,Central,771,0.32,107.94,Tamil Nadu
OD6264,Shree,6264,Snacks,Chocolates,6264,Nagercoil,4/5/2015,Central,2349,0.32,234.9,Tamil Nadu
OD6265,Mathew,6265,Fruits & Veggies,Organic Vegetables,6265,Vellore,4/5/2015,Central,565,0.35,113,Tamil Nadu
OD6266,Shree,6266,Fruits & Veggies,Fresh Fruits,6266,Bodi,7/9/2018,Central,1411,0.28,352.75,Tamil Nadu
OD6267,Vidya,6267,"Eggs, Meat & Fish",Mutton,6267,Dharmapuri,9/8/2018,Central,1879,0.2,206.69,Tamil Nadu
OD6268,Surya,6268,Bakery,Biscuits,6268,Vellore,6/9/2018,Central,2427,0.25,995.07,Tamil Nadu
OD6269,Sabeela,6269,Snacks,Noodles,6269,Virudhunagar,8/11/2018,Central,761,0.21,114.15,Tamil Nadu
OD6270,Amy,6270,Food Grains,Organic Staples,6270,Virudhunagar,11/23/2018,Central,2012,0.19,442.64,Tamil Nadu
OD6271,Sheeba,6271,Oil & Masala,Masalas,6271,Chennai,5/25/2016,Central,2422,0.35,484.4,Tamil Nadu
OD6272,Verma,6272,Bakery,Biscuits,6272,Kanyakumari,3/3/2017,Central,1937,0.24,406.77,Tamil Nadu
OD6273,Veronica,6273,Oil & Masala,Masalas,6273,Salem,7/2/2017,Central,2426,0.21,703.54,Tamil Nadu
OD6274,Sharon,6274,Fruits & Veggies,Organic Vegetables,6274,Chennai,11/1/2017,Central,671,0.23,187.88,Tamil Nadu
OD6275,Akash,6275,"Eggs, Meat & Fish",Fish,6275,Salem,11/23/2018,Central,2045,0.35,797.55,Tamil Nadu
OD6276,Sabeela,6276,Fruits & Veggies,Fresh Vegetables,6276,Krishnagiri,9/26/2017,Central,1358,0.25,298.76,Tamil Nadu
OD6277,James,6277,Fruits & Veggies,Fresh Vegetables,6277,Virudhunagar,12/14/2015,Central,2378,0.3,570.72,Tamil Nadu
OD6278,Willams,6278,"Eggs, Meat & Fish",Fish,6278,Tenkasi,11/7/2015,Central,1120,0.17,291.2,Tamil Nadu
OD6279,Sudeep,6279,Snacks,Chocolates,6279,Theni,6/17/2018,Central,1141,0.34,68.46,Tamil Nadu
OD6280,Krithika,6280,Oil & Masala,Masalas,6280,Nagercoil,6/17/2018,Central,2143,0.33,385.74,Tamil Nadu
OD6281,Veena,6281,Snacks,Chocolates,6281,Virudhunagar,3/31/2018,Central,2080,0.35,540.8,Tamil Nadu
OD6282,Veronica,6282,Fruits & Veggies,Organic Fruits,6282,Theni,11/5/2018,Central,2063,0.18,433.23,Tamil Nadu
OD6283,Ganesh,6283,"Eggs, Meat & Fish",Mutton,6283,Perambalur,12/30/2017,Central,1605,0.17,593.85,Tamil Nadu
OD6284,Hafiz,6284,"Eggs, Meat & Fish",Chicken,6284,Dindigul,9/24/2017,Central,1563,0.21,406.38,Tamil Nadu
OD6285,Alan,6285,Beverages,Soft Drinks,6285,Cumbum,9/8/2018,Central,694,0.19,76.34,Tamil Nadu
OD6286,Arvind,6286,Oil & Masala,Edible Oil & Ghee,6286,Vellore,8/11/2018,Central,2156,0.32,776.16,Tamil Nadu
OD6287,Aditi,6287,Oil & Masala,Edible Oil & Ghee,6287,Trichy,7/9/2018,Central,1382,0.27,538.98,Tamil Nadu
OD6288,Sharon,6288,Oil & Masala,Masalas,6288,Bodi,8/29/2018,Central,1700,0.11,204,Tamil Nadu
OD6289,Sheeba,6289,"Eggs, Meat & Fish",Mutton,6289,Salem,10/23/2018,East,1104,0.28,132.48,Tamil Nadu
OD6290,Jonas,6290,"Eggs, Meat & Fish",Mutton,6290,Tenkasi,3/20/2016,East,793,0.34,142.74,Tamil Nadu
OD6291,Arvind,6291,"Eggs, Meat & Fish",Eggs,6291,Namakkal,3/30/2017,East,2400,0.32,360,Tamil Nadu
OD6292,Roshan,6292,Oil & Masala,Masalas,6292,Cumbum,10/8/2018,East,1683,0.25,319.77,Tamil Nadu
OD6293,Willams,6293,Snacks,Cookies,6293,Perambalur,9/3/2016,East,1692,0.26,541.44,Tamil Nadu
OD6294,Sabeela,6294,Oil & Masala,Masalas,6294,Kanyakumari,5/14/2018,East,1726,0.22,189.86,Tamil Nadu
OD6295,Ganesh,6295,Oil & Masala,Masalas,6295,Kanyakumari,9/10/2018,East,604,0.1,72.48,Tamil Nadu
OD6296,Harish,6296,Oil & Masala,Spices,6296,Nagercoil,7/18/2016,East,1036,0.11,383.32,Tamil Nadu
OD6297,Peer,6297,Oil & Masala,Spices,6297,Coimbatore,12/16/2017,East,2061,0.15,927.45,Tamil Nadu
OD6298,Jonas,6298,"Eggs, Meat & Fish",Fish,6298,Nagercoil,4/7/2017,East,1028,0.21,452.32,Tamil Nadu
OD6299,Verma,6299,Beverages,Soft Drinks,6299,Viluppuram,8/6/2017,East,1101,0.26,495.45,Tamil Nadu
OD6300,Esther,6300,Beverages,Soft Drinks,6300,Trichy,5/21/2017,East,998,0.12,349.3,Tamil Nadu
OD6301,Sundar,6301,Fruits & Veggies,Fresh Fruits,6301,Dharmapuri,5/30/2015,East,1862,0.26,614.46,Tamil Nadu
OD6302,Mathew,6302,Oil & Masala,Spices,6302,Viluppuram,3/19/2018,East,1552,0.34,294.88,Tamil Nadu
OD6303,Shah,6303,Beverages,Soft Drinks,6303,Madurai,1/25/2017,East,1354,0.22,270.8,Tamil Nadu
OD6304,Amy,6304,Beverages,Health Drinks,6304,Trichy,9/12/2018,East,566,0.19,33.96,Tamil Nadu
OD6305,Ganesh,6305,Fruits & Veggies,Organic Vegetables,6305,Tenkasi,9/29/2018,East,1944,0.11,330.48,Tamil Nadu
OD6306,Arutra,6306,Snacks,Cookies,6306,Salem,3/24/2018,East,1957,0.16,273.98,Tamil Nadu
OD6307,Surya,6307,Snacks,Chocolates,6307,Karur,12/11/2018,East,1561,0.27,702.45,Tamil Nadu
OD6308,Yadav,6308,Fruits & Veggies,Organic Vegetables,6308,Bodi,12/31/2015,East,1112,0.35,278,Tamil Nadu
OD6309,Jackson,6309,Oil & Masala,Masalas,6309,Ooty,11/7/2015,East,2401,0.11,600.25,Tamil Nadu
OD6310,Veronica,6310,Bakery,Breads & Buns,6310,Coimbatore,7/16/2016,East,1186,0.26,59.3,Tamil Nadu
OD6311,Muneer,6311,"Eggs, Meat & Fish",Mutton,6311,Pudukottai,11/15/2016,East,1853,0.15,129.71,Tamil Nadu
OD6312,Akash,6312,Beverages,Soft Drinks,6312,Bodi,6/29/2018,East,624,0.34,168.48,Tamil Nadu
OD6313,Shah,6313,"Eggs, Meat & Fish",Chicken,6313,Ooty,11/7/2015,East,2179,0.3,501.17,Tamil Nadu
OD6314,Adavan,6314,Oil & Masala,Edible Oil & Ghee,6314,Tenkasi,5/30/2015,East,1979,0.18,376.01,Tamil Nadu
OD6315,Sudeep,6315,Beverages,Health Drinks,6315,Madurai,3/20/2016,East,1371,0.28,575.82,Tamil Nadu
OD6316,Amrish,6316,Snacks,Noodles,6316,Perambalur,5/14/2018,East,1055,0.33,295.4,Tamil Nadu
OD6317,Hafiz,6317,"Eggs, Meat & Fish",Chicken,6317,Theni,5/14/2018,East,661,0.18,79.32,Tamil Nadu
OD6318,Willams,6318,Beverages,Soft Drinks,6318,Namakkal,3/30/2015,East,763,0.22,289.94,Tamil Nadu
OD6319,Krithika,6319,Bakery,Cakes,6319,Tirunelveli,5/14/2018,East,986,0.14,433.84,Tamil Nadu
OD6320,Yadav,6320,Fruits & Veggies,Fresh Fruits,6320,Pudukottai,1/25/2017,East,1693,0.11,474.04,Tamil Nadu
OD6321,Sheeba,6321,Bakery,Biscuits,6321,Perambalur,11/15/2016,East,2462,0.24,984.8,Tamil Nadu
OD6322,Vince,6322,Fruits & Veggies,Fresh Vegetables,6322,Karur,7/11/2016,East,2354,0.12,635.58,Tamil Nadu
OD6323,Vidya,6323,Fruits & Veggies,Fresh Vegetables,6323,Kanyakumari,9/3/2017,East,1706,0.22,136.48,Tamil Nadu
OD6324,Rumaiza,6324,Snacks,Chocolates,6324,Viluppuram,9/12/2018,East,2452,0.18,465.88,Tamil Nadu
OD6325,Akash,6325,Bakery,Cakes,6325,Kanyakumari,10/23/2018,East,2066,0.11,123.96,Tamil Nadu
OD6326,Harish,6326,Oil & Masala,Masalas,6326,Cumbum,8/7/2016,East,833,0.35,174.93,Tamil Nadu
OD6327,Vidya,6327,Fruits & Veggies,Organic Vegetables,6327,Salem,9/16/2015,East,1550,0.2,186,Tamil Nadu
OD6328,Arvind,6328,Snacks,Noodles,6328,Kanyakumari,4/23/2018,East,1447,0.27,332.81,Tamil Nadu
OD6329,Jonas,6329,Beverages,Soft Drinks,6329,Nagercoil,4/20/2018,East,1795,0.31,574.4,Tamil Nadu
OD6330,Sundar,6330,Beverages,Health Drinks,6330,Nagercoil,6/2/2017,East,972,0.16,427.68,Tamil Nadu
